transactionid,saledate,customerid,productid,storeid,campaignid,saleamount($),transactiontimeminutes
1158,11/8/2024,1000,2070,403,3,107.48,17
1159,12/19/2024,1029,2023,401,0,4049.32,22
1160,8/29/2024,1020,2031,403,1,1489.32,15
1161,10/4/2024,1073,2023,403,1,1396.51,11
1162,5/24/2025,1112,2091,403,2,2853.69,13
1163,3/31/2025,1043,2039,404,1,2452.34,23
1164,1/12/2025,1073,2097,403,1,2604.6,7
1165,6/14/2024,1116,2059,403,3,1807.49,20
1166,10/9/2024,1089,2001,402,2,1810.81,19
1167,8/17/2024,1041,2023,401,3,3625.24,16
1168,2/21/2025,1062,2054,403,3,4868.45,14
1169,4/18/2025,1129,2079,403,3,1238.12,30
1170,8/9/2024,1152,2067,402,1,699.64,2
1171,5/17/2025,1079,2018,403,1,1334.29,18
1172,8/23/2024,1020,2035,402,1,2999.07,19
1173,3/11/2025,1116,2046,404,3,126.39,16
1174,2/9/2025,1024,2040,402,2,124.77,9
1175,2/20/2025,1100,2044,404,0,1236.62,27
1176,3/8/2025,1087,2000,404,1,416.54,10
1177,8/26/2024,1086,2023,404,2,4195.74,4
1178,6/15/2024,1107,2079,401,0,3797.02,2
1179,1/17/2025,1003,2023,404,0,4819.64,28
1180,11/5/2024,1077,2094,401,3,1572.96,19
1181,2/12/2025,1093,2023,404,3,860.04,16
1182,6/3/2024,1181,2025,404,3,287.03,3
1183,11/30/2024,1153,2032,404,2,95.88,16
1184,9/18/2024,1106,2054,403,0,664.76,4
1185,2/23/2025,1066,2016,402,3,723.5,23
1187,12/28/2024,1025,2092,401,2,93.65,29
1188,5/15/2025,1167,2010,404,1,1990.09,12
1189,12/30/2024,1062,2006,403,1,902.04,8
1190,2/28/2025,1070,2005,404,2,844.01,6
1191,6/8/2024,1033,2091,403,1,1960.74,29
1192,6/28/2024,1182,2058,404,2,977.43,12
1193,12/16/2024,1081,2046,402,3,107.68,23
1194,1/25/2025,1008,2073,401,2,1508.62,2
1195,12/10/2024,1192,2046,401,1,89.08,2
1196,11/9/2024,1192,2071,404,3,306.81,24
1197,12/28/2024,1024,2027,401,1,1545.41,22
1198,5/27/2025,1140,2096,402,2,758.19,5
1199,7/15/2024,1162,2040,404,3,74.95,7
1200,3/30/2025,1045,2000,403,1,241.73,7
1201,12/21/2024,1107,2081,401,1,1031.55,29
1202,7/5/2024,1104,2041,402,3,4783.31,29
1203,6/10/2024,1167,2065,402,1,1459.97,25
1204,9/7/2024,1182,2041,402,0,2575.31,29
1205,9/9/2024,1061,2059,401,2,1822.31,14
1206,9/9/2024,1017,2013,404,3,816.65,27
1207,11/9/2024,1183,2091,401,0,2292.79,12
1208,3/29/2025,1093,2065,404,0,1701.79,4
1209,3/4/2025,1028,2046,404,1,121.38,13
1210,8/26/2024,1066,2090,404,2,1393.93,15
1211,10/11/2024,1066,2076,401,1,100.58,2
1212,4/19/2025,1182,2023,403,3,1194.99,27
1214,12/22/2024,1184,2066,404,1,1305.51,18
1215,12/23/2024,1133,2062,402,3,1799.41,20
1216,6/7/2024,1087,2035,402,0,2104.26,30
1217,11/22/2024,1003,2067,402,2,827.06,19
1218,7/12/2024,1017,2097,401,0,2853.27,15
1219,9/8/2024,1046,2083,402,3,1959.79,10
1220,9/17/2024,1190,2019,402,0,1597.73,4
1221,3/6/2025,1025,2006,403,0,276.99,29
1222,7/6/2024,1071,2038,401,0,913.15,24
1223,1/11/2025,1162,2058,401,3,1010.58,3
1224,8/12/2024,1131,2041,403,1,3550.29,7
1226,12/1/2024,1005,2012,404,1,261.99,9
1227,9/4/2024,1078,2070,404,2,39.44,30
1228,1/24/2025,1049,2021,402,1,1057.11,26
1229,11/26/2024,1106,2034,402,3,1677.16,25
1230,10/26/2024,1186,2095,403,3,1537.26,7
1231,6/3/2024,1014,2045,402,2,1423.46,5
1232,8/25/2024,1075,2003,403,3,1141.95,18
1233,8/22/2024,1032,2013,401,2,4736.72,22
1234,12/25/2024,1011,2049,404,3,159.42,28
1235,10/16/2024,1112,2014,404,0,1561.72,24
1236,11/9/2024,1116,2073,402,3,1166.83,4
1237,3/6/2025,1135,2088,401,0,1413.54,27
1238,2/24/2025,1092,2057,402,3,756.3,28
1239,8/22/2024,1066,2013,402,3,4127.29,20
1241,12/4/2024,1137,2073,403,0,1949.74,10
1242,3/13/2025,1131,2011,404,1,1545.87,7
1243,11/14/2024,1115,2094,402,0,1171.69,21
1244,11/20/2024,1189,2055,401,2,0,25
1245,3/31/2025,1071,2029,403,2,101.51,18
1246,8/23/2024,1090,2091,402,1,1317.14,20
1247,6/12/2024,1010,2069,403,2,1860.51,14
1248,1/18/2025,1116,2034,402,1,103.23,24
1249,4/18/2025,1031,2048,401,1,921.28,10
1250,11/4/2024,1005,2015,401,0,458.79,18
1251,5/10/2025,1091,2040,404,0,60.38,8
1252,9/13/2024,1032,2079,404,0,4755.79,30
1253,4/3/2025,1166,2009,404,0,48.46,19
1254,1/13/2025,1036,2022,401,1,966.13,3
1255,6/17/2024,1053,2084,403,3,867.52,21
1256,8/11/2024,1038,2085,402,0,108.46,8
1258,11/24/2024,1036,2005,404,1,79.13,20
1259,4/25/2025,1066,2091,404,3,3214.72,10
1260,1/8/2025,1120,2032,402,2,1353.44,18
1261,7/11/2024,1146,2035,402,1,869.85,15
1262,7/11/2024,1157,2035,403,2,4882.81,6
1263,1/23/2025,1147,2034,402,2,1179.77,14
1265,9/6/2024,1002,2061,403,3,468.93,14
1266,1/1/2025,1030,2083,403,1,1623.63,8
1268,5/20/2025,1071,2014,401,2,727.87,20
1269,11/20/2024,1021,2064,402,1,1377.12,10
1270,3/11/2025,1089,2099,402,0,757.18,3
1271,9/3/2024,1135,2023,401,1,3879.97,20
1273,11/2/2024,1107,2059,403,2,?,27
1275,3/29/2025,1062,2020,404,1,733.29,2
1276,9/1/2024,1035,2015,402,1,1533.14,22
1277,6/5/2024,1020,2098,404,3,293.49,28
1278,2/26/2025,1018,2096,403,0,1787.68,13
1279,7/18/2024,1149,2091,403,0,3792.92,17
1280,5/17/2025,1061,2085,404,3,1294.22,13
1281,4/13/2025,1185,2032,403,2,212.03,20
1282,7/13/2024,1062,2028,404,0,1661.21,6
1284,1/11/2025,1066,2035,403,3,3732.3,4
1285,6/17/2024,1112,2073,401,3,100,19
1286,12/19/2024,1089,2079,401,2,3573.55,11
1287,10/19/2024,1070,2006,403,2,363.15,4
1288,12/17/2024,1165,2046,403,1,129.93,24
1289,10/12/2024,1189,2029,403,0,22.66,22
1290,11/7/2024,1163,2079,402,3,4126.54,4
1291,4/25/2025,1043,2009,402,2,85.36,16
1292,11/4/2024,1050,2039,404,1,2897.72,2
1293,11/4/2024,1026,2094,403,0,488.41,23
1294,3/30/2025,1116,2035,401,1,1516.25,11
1295,1/13/2025,1034,2013,404,3,4992.68,14
1296,8/19/2024,1005,2049,403,2,563.94,12
1297,10/26/2024,1060,2040,401,1,125.84,18
1298,2/7/2025,1148,2097,404,0,3218.41,29
1299,2/15/2025,1165,2028,404,0,903.85,20
1300,12/24/2024,1116,2091,401,3,1165.46,18
1301,1/30/2025,1020,2093,401,3,1540.51,29
1302,7/26/2024,1169,2068,403,3,1102.24,11
1303,1/29/2025,1001,2006,403,0,1083.06,15
1304,2/20/2025,1063,2099,402,0,1015.2,8
1305,7/20/2024,1005,2087,404,3,320.09,18
1306,10/17/2024,1089,2079,403,1,1402.73,9
1309,4/28/2025,1017,2024,404,1,239.08,15
1310,1/30/2025,1089,2056,402,3,125.61,12
1311,12/12/2024,1030,2039,403,1,1253.23,29
1312,7/12/2024,1116,2043,404,3,1890.82,23
1313,1/23/2025,1071,2030,404,3,164.32,18
1314,5/26/2025,1168,2075,401,0,675.08,29
1315,12/9/2024,1136,2096,402,1,436.18,30
1316,5/12/2025,1111,2062,401,2,1238.84,28
1317,10/3/2024,1197,2013,401,0,3143.61,27
1319,5/19/2025,1005,2067,402,0,242.37,17
1320,5/15/2025,1182,2029,404,0,63.41,29
1321,4/26/2025,1020,2035,403,3,2173.03,17
1322,4/4/2025,1116,2079,403,3,3695.78,20
1323,4/27/2025,1167,2034,404,3,785.41,20
1325,2/1/2025,1066,2091,401,2,3830.42,20
1326,5/16/2025,1177,2068,403,2,282.83,15
1327,3/29/2025,1022,2063,402,0,263.22,17
1328,9/2/2024,1047,2019,402,2,1142.41,12
1330,4/12/2025,1044,2025,401,1,1035.91,24
1331,9/1/2024,1085,2056,401,0,1223.24,7
1332,9/26/2024,1089,2019,404,0,1264.62,23
1334,6/26/2024,1145,2035,401,0,4207.99,9
1335,11/27/2024,1098,2039,404,1,3256.74,17
1336,10/17/2024,1116,2019,404,2,1790.89,23
1337,2/21/2025,1099,2020,403,3,330.77,24
1338,11/22/2024,1138,2051,402,2,841.3,17
1339,4/20/2025,1115,2049,404,2,309.57,12
1340,12/10/2024,1071,2093,403,3,648.45,11
1342,8/4/2024,1132,2056,401,3,386.06,3
1343,5/26/2025,1196,2079,402,2,4406.14,11
1344,7/25/2024,1080,2097,401,0,539.01,16
1345,4/12/2025,1066,2040,402,1,19.24,19
1346,1/2/2025,1114,2090,402,0,361.63,17
1347,4/19/2025,1066,2079,404,3,1765.56,25
1348,4/7/2025,1066,2018,404,0,792.85,22
1349,10/30/2024,1034,2046,404,1,12.78,30
1351,11/2/2024,1071,2041,403,0,4926.07,30
1352,12/1/2024,1151,2021,403,1,1964.97,29
1353,4/28/2025,1089,2006,402,2,894.25,3
1354,6/18/2024,1194,2084,401,0,1957.58,29
1355,1/2/2025,1004,2029,404,0,47.84,14
1356,10/28/2024,1131,2054,404,1,3736.03,28
1357,12/15/2024,1068,2091,401,2,4531.19,8
1359,7/7/2024,1034,2043,401,3,695.26,25
1360,1/21/2025,1014,2025,401,0,0,4
1361,3/17/2025,1034,2049,403,1,434.73,3
1362,5/28/2025,1047,2093,401,0,1949.67,5
1363,9/16/2024,1147,2089,401,0,1704.8,23
1364,3/3/2025,1005,2075,403,2,539.35,5
1365,10/17/2024,1034,2087,403,1,172.43,10
1366,10/17/2024,1158,2055,401,3,1501.32,22
1367,7/7/2024,1092,2077,401,2,1497.28,14
1368,11/28/2024,1195,2069,402,1,738.15,15
1369,11/23/2024,1103,2059,404,3,97.74,21
1370,7/28/2024,1161,2054,401,1,4757.19,2
1372,5/16/2025,1058,2039,404,1,3496.05,29
1373,10/19/2024,1089,2077,403,3,861.87,16
1374,6/6/2024,1040,2040,404,1,57.75,16
1376,5/12/2025,1080,2060,403,2,1808.62,16
1377,5/20/2025,1146,2029,402,1,75.77,17
1378,6/8/2024,1024,2018,403,3,1805.84,11
1379,5/14/2025,1017,2099,402,2,759.38,15
1380,3/12/2025,1057,2041,403,3,4026.58,5
1381,5/17/2025,1080,2068,402,1,1215.3,23
1382,7/20/2024,1188,2067,403,3,1646.24,12
1384,8/1/2024,1142,2091,403,2,1390.01,30
1386,7/29/2024,1096,2080,404,3,1245.51,14
1387,3/5/2025,1082,2072,401,0,1441.65,13
1388,12/2/2024,1035,2097,402,1,2121.43,5
1389,10/21/2024,1089,2063,404,3,822.18,8
1390,8/3/2024,1053,2014,403,0,1137.48,30
1391,6/22/2024,1057,2005,402,1,318.46,5
1392,10/7/2024,1162,2002,403,3,128.25,14
1393,12/24/2024,1032,2019,403,1,1185.15,29
1394,6/4/2024,1159,2097,403,1,3893.77,25
1395,9/13/2024,1020,2083,403,3,1320.25,10
1396,12/6/2024,1047,2079,401,1,3065.93,23
1397,2/28/2025,1172,2039,403,0,1534.15,9
1398,4/23/2025,1055,2039,401,1,1428.59,16
1399,5/13/2025,1083,2050,402,3,606.42,21
1400,5/28/2025,1063,2019,401,0,4760.54,22
1402,11/11/2024,1019,2013,403,0,1682.27,13
1403,5/8/2025,1052,2013,404,0,1556.61,30
1405,11/4/2024,1009,2059,404,0,135.87,21
1406,6/28/2024,1071,2092,404,2,580.33,15
1407,4/17/2025,1032,2083,401,3,1420.75,24
1408,3/17/2025,1190,2054,401,3,2950.66,16
1409,10/27/2024,1185,2018,403,2,1181.41,21
1410,10/26/2024,1196,2091,404,3,1639.4,2
1411,7/27/2024,1165,2096,402,2,1726.44,16
1412,1/3/2025,1138,2095,402,1,1594.94,29
1413,3/29/2025,1107,2064,401,0,1123.37,5
1414,5/11/2025,1175,2042,404,2,820.17,6
1415,1/17/2025,1147,2052,401,3,1403.19,28
1416,3/1/2025,1129,2063,402,2,841.93,29
1418,3/30/2025,1017,2019,404,3,3189.02,6
1419,10/16/2024,1077,2075,404,0,1955.18,21
1420,12/3/2024,1065,2049,401,2,1385.45,30
1421,5/30/2025,1124,2011,404,0,1462.34,27
1422,2/14/2025,1116,2043,402,3,654.14,15
1423,3/11/2025,1055,2012,401,0,916.64,18
1424,12/3/2024,1178,2068,401,0,1007.64,21
1425,4/27/2025,1041,2039,403,1,845.69,9
1426,11/28/2024,1005,2083,402,0,485.67,25
1427,4/14/2025,1126,2091,401,1,4904.59,12
1432,11/8/2024,1059,2041,402,3,769.97,4
1433,3/15/2025,1020,2001,403,1,525.17,13
1434,11/28/2024,1032,2027,401,0,297.56,2
1435,12/5/2024,1017,2009,402,3,60.64,25
1436,9/1/2024,1015,2005,403,0,1466.67,25
1437,10/27/2024,1057,2016,404,3,1523.09,9
1438,8/4/2024,1073,2009,404,3,21.88,11
1439,4/24/2025,1034,2050,403,2,1093.82,18
1440,10/11/2024,1120,2049,402,0,1951.69,27
1441,12/11/2024,1016,2041,403,1,4576.15,23
1442,4/29/2025,1089,2024,403,3,1215.63,5
1443,1/24/2025,1116,2088,403,2,1128.16,15
1444,8/24/2024,1133,2041,402,2,3413.65,25
1445,12/2/2024,1032,2072,404,1,190.5,13
1446,7/22/2024,1140,2000,401,2,936.78,28
1447,5/29/2025,1070,2053,402,3,1004.64,16
1448,7/16/2024,1080,2023,401,0,816.26,6
1449,7/15/2024,1032,2095,404,0,708.33,19
1450,1/2/2025,1110,2035,403,2,1182.66,8
1451,12/15/2024,1056,2079,402,0,910.3,2
1452,2/24/2025,1069,2015,401,3,946.04,24
1453,8/8/2024,1071,2013,402,3,3198.72,13
1454,11/1/2024,1066,2052,404,3,1513.85,3
1455,6/10/2024,1052,2062,404,2,1023.11,12
1456,12/30/2024,1155,2023,401,3,2318.03,4
1457,8/30/2024,1070,2041,402,3,3589.21,14
1458,12/18/2024,1016,2002,404,2,1007.37,7
1459,2/17/2025,1022,2044,402,2,378.66,22
1460,4/10/2025,1153,2025,401,2,495.73,6
1461,2/9/2025,1034,2097,403,2,2461.52,26
1462,4/16/2025,1005,2070,401,0,90.17,14
1463,3/14/2025,1189,2097,404,1,4134.78,29
1464,8/20/2024,1017,2034,402,3,769.41,25
1465,8/14/2024,1047,2013,403,2,593.23,22
1466,12/4/2024,1116,2091,402,1,4254.26,2
1467,12/20/2024,1062,2090,401,1,1521.3,8
1468,6/29/2024,1000,2097,404,3,3768.06,17
1469,4/23/2025,1165,2045,404,3,1722.96,2
1470,7/23/2024,1066,2047,403,3,634.06,4
1471,6/11/2024,1192,2079,402,1,1858.87,5
1472,9/8/2024,1071,2032,404,3,449.15,30
1473,7/25/2024,1062,2081,401,0,1823.31,3
1475,6/29/2024,1079,2021,401,1,1145.1,10
1476,6/26/2024,1161,2003,404,3,686.76,25
1477,10/25/2024,1149,2091,404,0,2965.95,2
1478,2/28/2025,1039,2048,403,3,1288.65,20
1479,7/30/2024,1050,2079,403,0,554.52,19
1480,7/26/2024,1049,2019,404,2,1447.77,12
1481,5/29/2025,1034,2091,401,1,2720.67,24
1482,7/5/2024,1087,2047,404,2,1118.45,30
1483,4/26/2025,1161,2067,402,2,1567.68,7
1484,9/9/2024,1111,2042,403,3,1203.8,21
1485,3/21/2025,1037,2028,402,1,1409.89,15
1486,12/4/2024,1102,2042,403,1,1899.56,12
1487,1/20/2025,1014,2055,402,0,772.24,15
1488,10/3/2024,1125,2050,402,1,1240.62,15
1489,8/8/2024,1089,2010,401,0,885.66,4
1490,4/25/2025,1178,2006,401,0,1968.22,7
1492,6/17/2024,1010,2024,402,3,1207.07,3
1493,12/30/2024,1156,2019,404,2,3992.34,21
1494,12/6/2024,1057,2004,404,1,1630.03,23
1495,10/22/2024,1075,2051,404,1,1701.89,12
1497,7/16/2024,1038,2036,403,1,898.9,22
1498,7/21/2024,1171,2075,403,1,1329.55,13
1499,10/24/2024,1088,2013,403,3,4849.49,8
1500,3/14/2025,1115,2054,404,1,0,28
1502,12/1/2024,1051,2053,401,2,1610.41,26
1503,10/27/2024,1032,2064,402,2,1722.66,20
1504,2/26/2025,1100,2075,402,0,1452.26,5
1506,6/28/2024,1106,2077,402,1,635.55,10
1507,1/15/2025,1071,2074,403,0,129.06,24
1508,5/16/2025,1101,2013,401,2,4547.72,18
1509,5/10/2025,1020,2084,401,1,1127.1,18
1510,3/13/2025,1099,2042,402,1,887.53,25
1511,10/11/2024,1032,2023,403,2,2370.09,13
1512,4/29/2025,1116,2097,403,0,1200.06,3
1513,7/21/2024,1061,2041,402,3,2752.08,14
1514,4/3/2025,1130,2039,403,2,2089.58,5
1515,11/1/2024,1020,2079,401,1,1221.53,21
1517,11/14/2024,1198,2027,402,3,1508.08,4
1518,6/29/2024,1058,2099,404,3,1302.93,28
1520,10/14/2024,1001,2059,401,0,1144.75,17
1521,7/19/2024,1032,2070,403,0,99.33,9
1522,9/9/2024,1108,2019,401,1,4170.62,27
1524,6/10/2024,1083,2019,402,0,928.21,29
1525,9/16/2024,1031,2035,401,2,3922.85,18
1526,3/2/2025,1020,2070,403,2,66.51,13
1527,5/8/2025,1107,2054,403,1,4770.43,4
1528,12/24/2024,1032,2054,404,2,4728.46,24
1529,4/25/2025,1089,2039,401,0,3779.37,25
1530,7/23/2024,1174,2052,401,2,1473.21,17
1531,4/5/2025,1060,2035,404,2,2320.34,14
1532,12/24/2024,1073,2039,401,2,2739.55,9
1533,5/24/2025,1048,2088,402,0,535.12,24
1534,2/11/2025,1071,2093,401,1,589.27,3
1535,7/18/2024,1071,2089,401,2,331.55,20
1536,2/17/2025,1094,2046,404,2,38.22,15
1537,1/7/2025,1089,2035,404,2,1634.5,18
1538,11/15/2024,1034,2067,403,0,324.36,7
1539,9/22/2024,1003,2097,401,2,1509.42,6
1540,8/23/2024,1122,2034,402,3,83.43,28
1541,9/5/2024,1056,2070,402,2,106.59,23
1542,9/20/2024,1079,2002,401,0,601.49,9
1543,3/24/2025,1171,2078,402,0,88.16,5
1544,3/8/2025,1107,2000,404,0,1455.72,26
1545,11/12/2024,1069,2080,404,2,970.12,7
1546,8/21/2024,1034,2045,404,2,890.11,9
1547,12/18/2024,1026,2017,402,0,854.1,21
1548,5/31/2025,1032,2028,402,0,72.81,10
1549,12/23/2024,1020,2057,402,1,232.34,8
1551,1/17/2025,1001,2062,402,2,1032.22,15
1552,9/3/2024,1000,2044,403,1,240.15,26
1553,1/3/2025,1020,2023,402,1,1440.82,6
1555,10/25/2024,1194,2079,402,1,534.3,15
1556,10/27/2024,1175,2053,401,1,349.79,3
1557,7/16/2024,1116,2097,403,1,3174.21,28
1558,1/18/2025,1032,2078,404,2,1856.12,4
1559,3/20/2025,1050,2048,404,0,297.22,19
1560,6/23/2024,1136,2014,404,1,400.6,8
1561,4/18/2025,1061,2065,401,0,1098.25,11
1562,9/14/2024,1034,2005,404,1,1590.55,14
1563,2/6/2025,1116,2009,404,0,55.06,9
1564,8/8/2024,1086,2013,401,0,3753.91,12
1565,7/6/2024,1066,2035,404,0,4524.32,29
1566,1/13/2025,1034,2045,403,0,1032.84,7
1567,9/27/2024,1040,2023,404,0,4209.61,4
1568,9/26/2024,1010,2046,401,3,93.89,2
1569,6/1/2024,1062,2081,403,2,840.11,3
1570,12/18/2024,1116,2065,402,2,764.11,11
1571,3/28/2025,1096,2070,401,0,43.65,2
1572,12/27/2024,1117,2002,402,0,141.62,13
1573,7/21/2024,1135,2097,401,2,3397,2
1574,12/14/2024,1063,2048,402,0,522.34,14
1575,1/25/2025,1005,2037,402,2,359.26,24
1576,9/7/2024,1183,2097,404,2,1633.32,6
1577,11/22/2024,1005,2079,402,2,4398.23,26
1578,6/19/2024,1058,2047,403,1,1920.48,22
1579,5/1/2025,1066,2039,404,2,4819.87,19
1580,12/10/2024,1005,2093,401,1,587.09,29
1581,2/18/2025,1034,2043,401,0,618.18,13
1582,8/24/2024,1089,2097,403,0,1498.45,17
1583,7/29/2024,1066,2058,404,0,1232.59,15
1584,8/22/2024,1161,2063,402,2,126.46,6
1585,11/7/2024,1066,2096,404,2,235.85,25
1587,5/31/2025,1066,2046,401,0,62.82,7
1588,11/25/2024,1067,2076,401,3,1770.45,26
1590,4/16/2025,1147,2097,403,3,2043.28,20
1591,6/12/2024,1005,2023,402,1,2530.81,19
1592,10/13/2024,1023,2013,403,3,692.84,26
1593,10/25/2024,1089,2079,404,0,931.93,4
1594,2/27/2025,1004,2024,401,1,825.77,23
1596,5/16/2025,1065,2045,401,1,262.11,30
1597,1/3/2025,1195,2018,402,2,1928.1,28
1598,7/19/2024,1141,2097,404,2,2645.99,20
1599,1/22/2025,1135,2013,402,2,1058.62,16
1600,7/13/2024,1176,2077,401,0,607.24,18
1601,8/15/2024,1032,2074,402,3,1166.79,26
1602,10/28/2024,1075,2082,404,2,1577.88,27
1603,12/21/2024,1145,2054,401,2,4065.34,13
1604,4/11/2025,1048,2035,403,3,3019.32,19
1605,5/10/2025,1179,2097,404,0,2379.67,25
1606,4/24/2025,1044,2039,402,1,3481.44,20
1607,4/30/2025,1133,2097,401,2,4537.63,14
1608,5/17/2025,1030,2088,404,1,1538.06,17
1609,12/13/2024,1020,2097,404,2,827.62,30
1610,3/31/2025,1032,2012,402,2,1961.92,5
1611,3/1/2025,1049,2051,402,2,580.21,24
1613,11/2/2024,1016,2014,404,0,427,6
1614,12/29/2024,1006,2019,404,2,3334.38,2
1615,7/2/2024,1013,2099,402,1,1901.38,27
1616,1/10/2025,1012,2028,403,3,1217.73,24
1617,11/2/2024,1032,2092,404,3,1212.81,14
1618,10/17/2024,1023,2062,404,0,1152.57,9
1620,9/4/2024,1080,2021,402,3,1112.14,5
1622,9/6/2024,1171,2046,404,2,36.65,6
1623,11/18/2024,1139,2041,401,1,1953.6,29
1624,7/29/2024,1130,2019,404,0,1422.01,29
1625,9/11/2024,1032,2018,404,3,382.12,5
1626,8/17/2024,1116,2062,402,1,1864.64,18
1627,11/10/2024,1087,2062,404,3,501.68,11
1628,3/29/2025,1066,2022,403,2,1513.03,30
1629,5/17/2025,1005,2015,404,0,1879.48,21
1630,9/6/2024,1199,2001,403,3,214.49,5
1631,4/5/2025,1089,2029,401,2,56.91,12
1632,5/29/2025,1175,2039,402,1,3067.78,20
1633,10/11/2024,1116,2005,403,2,1742.75,6
1634,5/16/2025,1034,2004,402,3,1216.53,2
1635,2/2/2025,1074,2038,403,0,602.95,11
1636,11/20/2024,1117,2096,401,3,1851.12,26
1638,3/13/2025,1016,2084,404,3,342.34,20
1639,1/2/2025,1129,2019,402,1,3873.94,17
1640,3/16/2025,1174,2051,402,1,1406.23,29
1641,4/20/2025,1092,2049,404,2,1159.93,26
1642,6/14/2024,1020,2022,403,2,1871.75,21
1643,11/2/2024,1050,2039,403,1,1098.94,12
1644,12/11/2024,1068,2028,402,0,370.62,11
1645,7/5/2024,1083,2054,404,2,4858.83,3
1646,8/10/2024,1056,2028,403,2,1727.88,18
1647,5/10/2025,1005,2003,404,3,1139.44,21
1648,6/7/2024,1124,2036,403,1,1265.2,9
1649,4/18/2025,1147,2019,404,1,2846.94,6
1650,2/8/2025,1068,2011,403,2,622.62,27
1651,7/15/2024,1051,2023,403,1,2641.35,15
1654,12/30/2024,1031,2067,404,1,63.12,10
1655,10/23/2024,1089,2017,403,3,1913.31,28
1656,4/13/2025,1106,2057,404,1,1426.9,20
1657,12/6/2024,1171,2054,404,2,4287.09,24
1658,9/26/2024,1077,2015,401,3,99.52,20
1659,5/9/2025,1034,2041,403,1,1563.9,12
1660,1/11/2025,1029,2040,401,2,14.73,24
1661,8/24/2024,1142,2087,401,2,1073.34,30
1662,10/31/2024,1183,2063,402,3,620.7,6
1663,11/8/2024,1033,2065,402,2,1919.45,8
1664,12/9/2024,1044,2013,402,0,3229.61,6
1665,4/19/2025,1160,2009,401,0,82.74,14
1667,12/7/2024,1032,2023,403,2,4879.83,18
1668,12/18/2024,1034,2073,401,0,1562.26,16
1669,1/24/2025,1168,2093,401,1,1922.68,11
1670,1/11/2025,1032,2025,404,1,1328.02,15
1671,5/20/2025,1007,2029,402,1,133.42,12
1672,5/16/2025,1083,2074,401,1,330.55,2
1673,4/25/2025,1093,2031,402,2,288.21,22
1674,2/17/2025,1190,2028,402,2,88.14,2
1675,10/12/2024,1147,2099,404,0,921.31,19
1676,3/29/2025,1112,2039,402,1,1609.2,15
1677,4/26/2025,1134,2092,401,2,1904.91,23
1678,5/13/2025,1033,2019,402,3,3767.49,5
1679,6/23/2024,1034,2033,404,3,1036.54,27
1680,12/19/2024,1053,2092,403,2,1292.98,7
1681,11/2/2024,1034,2041,403,3,4166.03,3
1682,4/10/2025,1028,2044,402,0,340.97,25
1683,12/21/2024,1186,2095,403,0,982.04,8
1684,1/16/2025,1049,2035,401,3,3590.48,16
1685,12/3/2024,1029,2013,402,0,1031.36,10
1687,7/8/2024,1005,2023,401,0,3753.5,11
1688,1/19/2025,1194,2031,402,1,1165.17,26
1689,11/14/2024,1137,2023,404,2,966.33,16
1690,3/7/2025,1025,2013,404,1,4369.3,4
1691,12/21/2024,1034,2041,404,1,2150.27,6
1692,5/21/2025,1016,2094,401,1,1159.3,8
1693,10/17/2024,1149,2002,401,3,587.15,3
1694,11/11/2024,1083,2049,403,1,102.73,11
1695,5/11/2025,1199,2023,404,3,3264.13,21
1696,11/28/2024,1071,2039,401,0,4378.84,13
1697,6/10/2024,1116,2067,401,2,359.27,22
1698,4/19/2025,1001,2041,401,0,2134.34,4
1699,4/28/2025,1144,2081,404,2,773.23,8
1700,12/24/2024,1089,2054,402,2,978.91,6
1701,4/4/2025,1111,2013,401,0,619.9,23
1702,5/1/2025,1141,2091,404,0,2407.12,22
1703,6/19/2024,1066,2085,403,1,1743.44,28
1704,7/16/2024,1015,2025,401,0,950.8,18
1705,9/3/2024,1034,2036,403,2,439.01,28
1706,11/5/2024,1071,2039,404,2,3665.33,11
1707,12/26/2024,1052,2013,403,1,1204.63,30
1708,3/24/2025,1065,2050,404,0,174.95,14
1709,9/7/2024,1032,2013,403,3,4842.86,6
1710,1/3/2025,1066,2006,404,3,542.02,8
1711,6/8/2024,1149,2097,401,2,1917.71,30
1712,1/23/2025,1081,2005,403,0,630.38,14
1713,4/1/2025,1101,2067,404,0,1201.12,3
1714,1/31/2025,1097,2095,403,3,339.46,29
1715,11/29/2024,1124,2034,402,1,901.94,11
1716,8/26/2024,1131,2076,403,0,919.83,12
1718,3/28/2025,1043,2079,401,0,3471.98,13
1719,9/14/2024,1139,2010,402,3,1800.02,13
1720,7/6/2024,1005,2068,403,0,1710.23,15
1721,5/22/2025,1066,2029,402,3,133.68,29
1722,12/7/2024,1059,2056,403,0,170.34,8
1723,6/12/2024,1107,2060,401,1,791.49,28
1724,7/6/2024,1023,2085,401,3,1201.34,19
1725,3/16/2025,1108,2064,402,3,1998.14,23
1726,5/8/2025,1162,2013,403,0,4057.12,7
1727,3/16/2025,1090,2063,402,2,1626.54,28
1728,12/15/2024,1005,2099,404,3,1298,5
1729,4/21/2025,1179,2078,404,1,1874.34,9
1731,7/30/2024,1091,2031,404,1,?,29
1732,5/21/2025,1199,2097,404,1,4461.5,14
1733,7/27/2024,1122,2097,404,0,3304.58,20
1734,6/28/2024,1054,2014,402,1,1752.61,23
1735,2/13/2025,1071,2052,401,1,546.3,27
